BinCenter,Count
0.9745,13187
0.9755,13426
0.9765,13349
0.9775,13534
0.9785,13409
0.9795,13462
0.9805,13704
0.9815,13763
0.9825,13544
0.9835,13643
0.9845,13795
0.9855,13853
0.9865,13901
0.9875,13999
0.9885,13999
0.9895,13911
0.9905,14318
0.9915,14115
0.9925,14376
0.9935,14465
0.9945,14312
0.9955,14515
0.9965,14361
0.9975,14733
0.9985,14824
0.9995,14832
1.0005,14858
1.0015,14936
1.0025,14641
1.0035,14913
1.0045,15205
1.0055,15109
1.0065,14974
1.0075,15123
1.0085,15434
1.0095,15533
1.0105,15575
1.0115,15743
1.0125,15683
1.0135,16076
1.0145,15993
1.0155,16010
1.0165,15856
1.0175,16233
1.0185,16403
1.0195,16759
1.0205,16576
1.0215,16978
1.0225,16871
1.0235,17073
1.0245,17437
1.0255,17173
1.0265,17323
1.0275,17339
1.0285,17833
1.0295,17759
1.0305,18181
1.0315,18063
1.0325,18172
1.0335,18628
1.0345,18749
1.0355,18710
1.0365,18864
1.0375,19346
1.0385,19316
1.0395,19467
1.0405,19789
1.0415,19848
1.0425,19918
1.0435,20439
1.0445,20848
1.0455,20837
1.0465,21032
1.0475,21263
1.0485,21781
1.0495,21942
1.0505,22482
1.0515,22420
1.0525,22720
1.0535,23035
1.0545,23510
1.0555,23915
1.0565,24144
1.0575,24450
1.0585,24872
1.0595,25394
1.0605,25741
1.0615,13376
1.0625,10648
1.0635,10590
1.0645,10386
1.0655,10359
1.0665,10300
1.0675,10095
1.0685,10164
1.0695,10162
1.0705,10299
1.0715,10061
1.0725,9982
1.0735,9900
1.0745,10079
1.0755,9916
1.0765,9939
1.0775,9623
1.0785,9663
1.0795,9616
1.0805,9391
1.0815,9447
1.0825,9474
1.0835,9272
1.0845,9037
1.0855,9338
1.0865,9331
1.0875,9140
1.0885,9177
1.0895,9191
1.0905,9194
1.0915,8832
1.0925,8898
1.0935,8839
1.0945,8719
1.0955,8592
1.0965,8682
1.0975,8622
1.0985,8563
1.0995,8634
1.1005,8419
1.1015,8311
1.1025,8302
1.1035,8287
1.1045,8233
1.1055,8236
1.1065,8108
1.1075,8146
1.1085,7992
1.1095,8147
1.1105,7864
1.1115,7801
1.1125,7770
1.1135,7666
1.1145,7753
1.1155,7498
1.1165,7396
1.1175,7363
1.1185,7227
1.1195,7149
1.1205,6880
1.1215,6701
1.1225,6656
1.1235,6569
1.1245,6509
1.1255,6327
1.1265,6212
1.1275,6152
1.1285,6067
1.1295,5926
1.1305,5832
1.1315,5723
1.1325,5604
1.1335,5526
1.1345,5405
1.1355,5242
1.1365,5176
1.1375,5124
1.1385,5061
1.1395,4839
1.1405,4913
1.1415,4768
1.1425,4467
1.1435,4461
1.1445,4248
1.1455,4125
1.1465,4082
1.1475,3961
1.1485,3911
1.1495,3648
1.1505,3576
1.1515,3425
1.1525,3310
1.1535,3170
1.1545,3071
1.1555,2903
1.1565,2832
1.1575,2540
1.1585,2580
1.1595,2541
1.1605,2399
1.1615,2256
1.1625,2207
1.1635,2040
1.1645,2044
1.1655,1968
1.1665,1977
1.1675,1899
1.1685,1817
1.1695,1730
1.1705,1645
1.1715,1643
1.1725,1552
1.1735,1515
1.1745,1465
1.1755,1369
1.1765,1350
1.1775,1239
1.1785,1207
1.1795,1148
1.1805,1087
1.1815,1057
1.1825,1006
1.1835,937
1.1845,871
1.1855,876
1.1865,837
1.1875,751
1.1885,770
1.1895,678
1.1905,679
1.1915,704
1.1925,686
1.1935,623
1.1945,583
1.1955,571
1.1965,560
1.1975,546
1.1985,510
1.1995,526
1.2005,441
1.2015,470
1.2025,466
1.2035,478
1.2045,419
1.2055,384
1.2065,406
1.2075,439
1.2085,400
1.2095,376
1.2105,349
1.2115,381
1.2125,381
1.2135,344
1.2145,349
1.2155,309
1.2165,289
1.2175,314
1.2185,322
1.2195,294
1.2205,304
1.2215,338
1.2225,312
1.2235,282
1.2245,329
1.2255,262
1.2265,275
1.2275,263
1.2285,252
1.2295,286
1.2305,261
1.2315,234
1.2325,247
1.2335,236
1.2345,236
1.2355,235
1.2365,231
1.2375,210
1.2385,225
1.2395,210
1.2405,192
1.2415,193
1.2425,172
1.2435,201
1.2445,165
1.2455,164
1.2465,143
1.2475,167
1.2485,136
1.2495,146
1.2505,136
1.2515,127
1.2525,138
1.2535,124
1.2545,94
1.2555,100
1.2565,105
1.2575,106
1.2585,102
1.2595,90
1.2605,87
1.2615,70
1.2625,75
1.2635,149
1.2645,530
1.2655,58
1.2665,59
1.2675,37
1.2685,31
1.2695,40
1.2705,43
1.2715,39
1.2725,25
1.2735,248765
1.2745,1.50535e+06
1.2755,0
1.2765,0
1.2775,0
1.2785,0
1.2795,0
1.2805,0
1.2815,0
1.2825,0
1.2835,0
1.2845,0
1.2855,0
1.2865,0
1.2875,0
1.2885,0
1.2895,0
1.2905,0
1.2915,0
1.2925,0
1.2935,0
1.2945,0
1.2955,0
1.2965,0
1.2975,0
1.2985,0
1.2995,0
1.3005,0
1.3015,0
1.3025,0
1.3035,0
1.3045,0
1.3055,0
1.3065,0
1.3075,0
1.3085,0
1.3095,0
1.3105,0
1.3115,0
1.3125,0
1.3135,0
1.3145,0
1.3155,0
1.3165,0
1.3175,0
1.3185,0
1.3195,0
1.3205,0
1.3215,0
1.3225,0
1.3235,0
1.3245,0
1.3255,0
1.3265,0
1.3275,0
1.3285,0
1.3295,0
1.3305,0
1.3315,0
1.3325,0
1.3335,0
1.3345,0
1.3355,0
1.3365,0
1.3375,0
1.3385,0
1.3395,0
1.3405,0
1.3415,0
1.3425,0
1.3435,0
1.3445,0
1.3455,0
1.3465,0
1.3475,0
1.3485,0
1.3495,0
1.3505,0
1.3515,0
1.3525,0
1.3535,0
1.3545,0
1.3555,0
1.3565,0
1.3575,0
1.3585,0
1.3595,0
1.3605,0
1.3615,0
1.3625,0
1.3635,0
1.3645,0
1.3655,0
1.3665,0
1.3675,0
1.3685,0
1.3695,0
1.3705,0
1.3715,0
1.3725,0
1.3735,0
1.3745,0
1.3755,0
1.3765,0
1.3775,0
1.3785,0
1.3795,0
1.3805,0
1.3815,0
1.3825,0
1.3835,0
1.3845,0
1.3855,0
1.3865,0
1.3875,0
1.3885,0
1.3895,0
1.3905,0
1.3915,0
1.3925,0
1.3935,0
1.3945,0
1.3955,0
1.3965,0
1.3975,0
1.3985,0
1.3995,0
1.4005,0
1.4015,0
1.4025,0
1.4035,0
1.4045,0
1.4055,0
1.4065,0
1.4075,0
1.4085,0
1.4095,0
1.4105,0
1.4115,0
1.4125,0
1.4135,0
1.4145,0
1.4155,0
1.4165,0
1.4175,0
1.4185,0
1.4195,0
1.4205,0
1.4215,0
1.4225,0
1.4235,0
1.4245,0
1.4255,0
1.4265,0
1.4275,0
1.4285,0
1.4295,0
1.4305,0
1.4315,0
1.4325,0
1.4335,0
1.4345,0
1.4355,0
