Energy Deposit (MeV), Count
0.5985, 877
0.5995, 822
0.6005, 796
0.6015, 807
0.6025, 827
0.6035, 890
0.6045, 827
0.6055, 864
0.6065, 833
0.6075, 855
0.6085, 867
0.6095, 862
0.6105, 840
0.6115, 853
0.6125, 797
0.6135, 876
0.6145, 857
0.6155, 843
0.6165, 837
0.6175, 815
0.6185, 849
0.6195, 804
0.6205, 833
0.6215, 807
0.6225, 832
0.6235, 822
0.6245, 843
0.6255, 854
0.6265, 828
0.6275, 840
0.6285, 875
0.6295, 819
0.6305, 878
0.6315, 880
0.6325, 829
0.6335, 885
0.6345, 850
0.6355, 863
0.6365, 865
0.6375, 864
0.6385, 858
0.6395, 869
0.6405, 802
0.6415, 833
0.6425, 804
0.6435, 886
0.6445, 864
0.6455, 862
0.6465, 878
0.6475, 845
0.6485, 878
0.6495, 792
0.6505, 861
0.6515, 889
0.6525, 816
0.6535, 887
0.6545, 916
0.6555, 875
0.6565, 844
0.6575, 868
0.6585, 870
0.6595, 848
0.6605, 894
0.6615, 883
0.6625, 864
0.6635, 875
0.6645, 906
0.6655, 874
0.6665, 926
0.6675, 906
0.6685, 886
0.6695, 915
0.6705, 897
0.6715, 940
0.6725, 865
0.6735, 858
0.6745, 896
0.6755, 897
0.6765, 890
0.6775, 870
0.6785, 938
0.6795, 884
0.6805, 909
0.6815, 1114
0.6825, 1190
0.6835, 1178
0.6845, 1305
0.6855, 1305
0.6865, 1319
0.6875, 1209
0.6885, 1155
0.6895, 1148
0.6905, 1051
0.6915, 1129
0.6925, 1122
0.6935, 1080
0.6945, 1051
0.6955, 1062
0.6965, 1132
0.6975, 1031
0.6985, 1029
0.6995, 978
0.7005, 1067
0.7015, 966
0.7025, 995
0.7035, 1051
0.7045, 949
0.7055, 971
0.7065, 969
0.7075, 951
0.7085, 960
0.7095, 936
0.7105, 939
0.7115, 980
0.7125, 939
0.7135, 901
0.7145, 947
0.7155, 937
0.7165, 913
0.7175, 873
0.7185, 875
0.7195, 943
0.7205, 876
0.7215, 843
0.7225, 878
0.7235, 958
0.7245, 953
0.7255, 941
0.7265, 906
0.7275, 909
0.7285, 843
0.7295, 923
0.7305, 920
0.7315, 925
0.7325, 925
0.7335, 899
0.7345, 875
0.7355, 935
0.7365, 870
0.7375, 885
0.7385, 917
0.7395, 954
0.7405, 830
0.7415, 939
0.7425, 890
0.7435, 861
0.7445, 903
0.7455, 862
0.7465, 900
0.7475, 927
0.7485, 886
0.7495, 828
0.7505, 884
0.7515, 866
0.7525, 902
0.7535, 939
0.7545, 887
0.7555, 948
0.7565, 909
0.7575, 905
0.7585, 880
0.7595, 871
0.7605, 838
0.7615, 866
0.7625, 833
0.7635, 1362
0.7645, 875
0.7655, 882
0.7665, 874
0.7675, 897
0.7685, 883
0.7695, 876
0.7705, 911
0.7715, 921
0.7725, 859
0.7735, 882
0.7745, 894
0.7755, 879
0.7765, 925
0.7775, 874
0.7785, 872
0.7795, 849
0.7805, 889
0.7815, 862
0.7825, 853
0.7835, 923
0.7845, 838
0.7855, 883
0.7865, 941
0.7875, 891
0.7885, 884
0.7895, 900
0.7905, 902
0.7915, 907
0.7925, 872
0.7935, 892
0.7945, 929
0.7955, 837
0.7965, 900
0.7975, 942
0.7985, 883
0.7995, 874
0.8005, 921
0.8015, 883
0.8025, 896
0.8035, 895
0.8045, 946
0.8055, 862
0.8065, 875
0.8075, 846
0.8085, 901
0.8095, 877
0.8105, 881
0.8115, 866
0.8125, 917
0.8135, 851
0.8145, 870
0.8155, 893
0.8165, 911
0.8175, 915
0.8185, 890
0.8195, 867
0.8205, 892
0.8215, 863
0.8225, 903
0.8235, 929
0.8245, 926
0.8255, 865
0.8265, 929
0.8275, 878
0.8285, 909
0.8295, 922
0.8305, 880
0.8315, 913
0.8325, 945
0.8335, 900
0.8345, 937
0.8355, 959
0.8365, 951
0.8375, 923
0.8385, 945
0.8395, 891
0.8405, 929
0.8415, 940
0.8425, 975
0.8435, 935
0.8445, 907
0.8455, 911
0.8465, 884
0.8475, 957
0.8485, 890
0.8495, 933
0.8505, 923
0.8515, 950
0.8525, 995
0.8535, 948
0.8545, 900
0.8555, 957
0.8565, 1012
0.8575, 957
0.8585, 967
0.8595, 926
0.8605, 948
0.8615, 990
0.8625, 929
0.8635, 980
0.8645, 967
0.8655, 939
0.8665, 910
0.8675, 949
0.8685, 962
0.8695, 934
0.8705, 997
0.8715, 994
0.8725, 960
0.8735, 980
0.8745, 959
0.8755, 999
0.8765, 961
0.8775, 1012
0.8785, 982
0.8795, 923
0.8805, 965
0.8815, 909
0.8825, 1013
0.8835, 934
0.8845, 998
0.8855, 984
0.8865, 985
0.8875, 1006
0.8885, 943
0.8895, 935
0.8905, 964
0.8915, 995
0.8925, 894
0.8935, 987
0.8945, 996
0.8955, 973
0.8965, 991
0.8975, 975
0.8985, 1044
0.8995, 999
0.9005, 1039
0.9015, 1023
0.9025, 989
0.9035, 952
0.9045, 1061
0.9055, 980
0.9065, 1025
0.9075, 954
0.9085, 994
0.9095, 1020
0.9105, 1019
0.9115, 1020
0.9125, 1022
0.9135, 1042
0.9145, 1049
0.9155, 1020
0.9165, 975
0.9175, 1042
0.9185, 1139
0.9195, 1011
0.9205, 1008
0.9215, 1026
0.9225, 1055
0.9235, 1066
0.9245, 1070
0.9255, 1060
0.9265, 1024
0.9275, 1026
0.9285, 1072
0.9295, 1058
0.9305, 1058
0.9315, 1019
0.9325, 1063
0.9335, 1069
0.9345, 1087
0.9355, 1039
0.9365, 1103
0.9375, 1094
0.9385, 1117
0.9395, 1107
0.9405, 1022
0.9415, 1188
0.9425, 1127
0.9435, 1095
0.9445, 1075
0.9455, 1045
0.9465, 1122
0.9475, 1089
0.9485, 1074
0.9495, 1133
0.9505, 1068
0.9515, 1087
0.9525, 1126
0.9535, 1045
0.9545, 1121
0.9555, 1129
0.9565, 1173
0.9575, 1124
0.9585, 1140
0.9595, 1142
0.9605, 1131
0.9615, 1109
0.9625, 1081
0.9635, 1115
0.9645, 1113
0.9655, 1193
0.9665, 1115
0.9675, 1155
0.9685, 1158
0.9695, 1146
0.9705, 1152
0.9715, 1157
0.9725, 1227
0.9735, 1172
0.9745, 1151
0.9755, 1186
0.9765, 1169
0.9775, 1204
0.9785, 1155
0.9795, 1273
0.9805, 1183
0.9815, 1225
0.9825, 1224
0.9835, 1197
0.9845, 1193
0.9855, 1246
0.9865, 1220
0.9875, 1210
0.9885, 1215
0.9895, 1179
0.9905, 1278
0.9915, 1193
0.9925, 1241
0.9935, 1272
0.9945, 1255
0.9955, 1258
0.9965, 1204
0.9975, 1250
0.9985, 1249
0.9995, 1247
1.0005, 1221
1.0015, 1275
1.0025, 1359
1.0035, 1288
1.0045, 1279
1.0055, 1276
1.0065, 1293
1.0075, 1266
1.0085, 1280
1.0095, 1310
1.0105, 1400
1.0115, 1351
1.0125, 1407
1.0135, 1386
1.0145, 1343
1.0155, 1379
1.0165, 1345
1.0175, 1422
1.0185, 1343
1.0195, 1376
1.0205, 1345
1.0215, 1402
1.0225, 1471
1.0235, 1409
1.0245, 1451
1.0255, 1483
1.0265, 1433
1.0275, 1513
1.0285, 1553
1.0295, 1530
1.0305, 1473
1.0315, 1538
1.0325, 1544
1.0335, 1569
1.0345, 1554
1.0355, 1629
1.0365, 1543
1.0375, 1568
1.0385, 1549
1.0395, 1609
1.0405, 1587
1.0415, 1679
1.0425, 1692
1.0435, 1712
1.0445, 1684
1.0455, 1655
1.0465, 1716
1.0475, 1684
1.0485, 1766
1.0495, 1761
1.0505, 1883
1.0515, 1789
1.0525, 1752
1.0535, 1783
1.0545, 1929
1.0555, 1853
1.0565, 1843
1.0575, 1883
1.0585, 1897
1.0595, 2020
1.0605, 2034
1.0615, 1702
1.0625, 1064
1.0635, 1030
1.0645, 997
1.0655, 1022
1.0665, 1074
1.0675, 1011
1.0685, 1083
1.0695, 1023
1.0705, 972
1.0715, 983
1.0725, 952
1.0735, 997
1.0745, 988
1.0755, 1031
1.0765, 1012
1.0775, 940
1.0785, 932
1.0795, 961
1.0805, 945
1.0815, 907
1.0825, 996
1.0835, 962
1.0845, 949
1.0855, 901
1.0865, 986
1.0875, 925
1.0885, 956
1.0895, 880
1.0905, 953
1.0915, 904
1.0925, 939
1.0935, 924
1.0945, 925
1.0955, 904
1.0965, 863
1.0975, 902
1.0985, 850
1.0995, 845
1.1005, 928
1.1015, 848
1.1025, 910
1.1035, 861
1.1045, 932
1.1055, 843
1.1065, 850
1.1075, 879
1.1085, 835
1.1095, 826
1.1105, 886
1.1115, 857
1.1125, 850
1.1135, 844
1.1145, 825
1.1155, 855
1.1165, 817
1.1175, 827
1.1185, 849
1.1195, 805
1.1205, 843
1.1215, 709
1.1225, 749
1.1235, 747
1.1245, 803
1.1255, 745
1.1265, 804
1.1275, 776
1.1285, 715
1.1295, 732
1.1305, 736
1.1315, 683
1.1325, 715
1.1335, 679
1.1345, 667
1.1355, 684
1.1365, 613
1.1375, 692
1.1385, 648
1.1395, 678
1.1405, 695
1.1415, 651
1.1425, 616
1.1435, 568
1.1445, 573
1.1455, 572
1.1465, 591
1.1475, 568
1.1485, 548
1.1495, 568
1.1505, 578
1.1515, 505
1.1525, 591
1.1535, 519
1.1545, 538
1.1555, 487
1.1565, 526
1.1575, 470
1.1585, 456
1.1595, 478
1.1605, 461
1.1615, 479
1.1625, 473
1.1635, 461
1.1645, 395
1.1655, 445
1.1665, 450
1.1675, 449
1.1685, 448
1.1695, 445
1.1705, 439
1.1715, 377
1.1725, 410
1.1735, 396
1.1745, 378
1.1755, 372
1.1765, 400
1.1775, 408
1.1785, 399
1.1795, 394
1.1805, 372
1.1815, 386
1.1825, 339
1.1835, 364
1.1845, 351
1.1855, 346
1.1865, 368
1.1875, 345
1.1885, 343
1.1895, 334
1.1905, 333
1.1915, 336
1.1925, 356
1.1935, 310
1.1945, 330
1.1955, 298
1.1965, 323
1.1975, 370
1.1985, 311
1.1995, 349
1.2005, 332
1.2015, 302
1.2025, 334
1.2035, 340
1.2045, 329
1.2055, 351
1.2065, 304
1.2075, 292
1.2085, 298
1.2095, 319
1.2105, 335
1.2115, 303
1.2125, 337
1.2135, 294
1.2145, 299
1.2155, 330
1.2165, 295
1.2175, 288
1.2185, 319
1.2195, 318
1.2205, 299
1.2215, 324
1.2225, 291
1.2235, 277
1.2245, 281
1.2255, 293
1.2265, 286
1.2275, 291
1.2285, 309
1.2295, 285
1.2305, 276
1.2315, 300
1.2325, 308
1.2335, 316
1.2345, 310
1.2355, 275
1.2365, 295
1.2375, 308
1.2385, 290
1.2395, 315
1.2405, 295
1.2415, 268
1.2425, 279
1.2435, 313
1.2445, 290
1.2455, 269
1.2465, 256
1.2475, 235
1.2485, 305
1.2495, 275
1.2505, 250
1.2515, 244
1.2525, 257
1.2535, 277
1.2545, 294
1.2555, 260
1.2565, 236
1.2575, 247
1.2585, 257
1.2595, 284
1.2605, 263
1.2615, 263
1.2625, 259
1.2635, 287
1.2645, 297
1.2655, 255
1.2665, 263
1.2675, 255
1.2685, 275
1.2695, 255
1.2705, 268
1.2715, 275
1.2725, 260
1.2735, 241
1.2745, 117387
1.2755, 337
1.2765, 346
1.2775, 349
1.2785, 335
1.2795, 319
1.2805, 363
1.2815, 330
1.2825, 330
1.2835, 366
1.2845, 320
1.2855, 359
1.2865, 323
1.2875, 344
1.2885, 326
1.2895, 340
1.2905, 351
1.2915, 375
1.2925, 346
1.2935, 357
1.2945, 361
1.2955, 374
1.2965, 356
1.2975, 345
1.2985, 323
1.2995, 332
1.3005, 338
1.3015, 347
1.3025, 329
1.3035, 322
1.3045, 331
1.3055, 335
1.3065, 355
1.3075, 309
1.3085, 310
1.3095, 356
1.3105, 316
1.3115, 327
1.3125, 344
1.3135, 317
1.3145, 308
1.3155, 311
1.3165, 327
1.3175, 318
1.3185, 331
1.3195, 348
1.3205, 320
1.3215, 282
1.3225, 299
1.3235, 327
1.3245, 297
1.3255, 301
1.3265, 316
1.3275, 321
1.3285, 312
1.3295, 313
1.3305, 309
1.3315, 339
1.3325, 577
1.3335, 283
1.3345, 801
1.3355, 281
1.3365, 318
1.3375, 301
1.3385, 300
1.3395, 308
1.3405, 324
1.3415, 551
1.3425, 289
1.3435, 385
1.3445, 344
1.3455, 327
1.3465, 309
1.3475, 294
1.3485, 317
1.3495, 348
1.3505, 312
1.3515, 290
1.3525, 305
1.3535, 279
1.3545, 279
1.3555, 312
1.3565, 290
1.3575, 301
1.3585, 291
1.3595, 324
1.3605, 291
1.3615, 308
1.3625, 296
1.3635, 290
1.3645, 302
1.3655, 287
1.3665, 263
1.3675, 292
1.3685, 294
1.3695, 305
1.3705, 255
1.3715, 282
1.3725, 259
1.3735, 308
1.3745, 289
1.3755, 295
1.3765, 270
1.3775, 285
1.3785, 258
1.3795, 281
1.3805, 266
1.3815, 305
1.3825, 285
1.3835, 260
1.3845, 267
1.3855, 247
1.3865, 262
1.3875, 262
1.3885, 280
1.3895, 294
1.3905, 256
1.3915, 272
1.3925, 297
1.3935, 303
1.3945, 297
1.3955, 270
1.3965, 271
1.3975, 268
1.3985, 269
1.3995, 285
1.4005, 252
1.4015, 265
1.4025, 250
1.4035, 260
1.4045, 265
1.4055, 275
1.4065, 238
1.4075, 254
1.4085, 272
1.4095, 251
1.4105, 261
1.4115, 250
1.4125, 262
1.4135, 291
1.4145, 247
1.4155, 238
1.4165, 248
1.4175, 251
1.4185, 261
1.4195, 261
1.4205, 243
1.4215, 245
1.4225, 253
1.4235, 220
1.4245, 254
1.4255, 210
1.4265, 240
1.4275, 276
1.4285, 241
1.4295, 240
1.4305, 249
1.4315, 221
1.4325, 224
1.4335, 208
1.4345, 220
1.4355, 213
1.4365, 229
1.4375, 222
1.4385, 224
1.4395, 242
1.4405, 235
1.4415, 238
1.4425, 231
1.4435, 233
1.4445, 203
1.4455, 241
1.4465, 238
1.4475, 235
1.4485, 262
1.4495, 227
1.4505, 220
1.4515, 248
1.4525, 245
1.4535, 272
1.4545, 222
1.4555, 239
1.4565, 262
1.4575, 223
1.4585, 222
1.4595, 232
1.4605, 248
1.4615, 223
1.4625, 251
1.4635, 226
1.4645, 244
1.4655, 220
1.4665, 235
1.4675, 252
1.4685, 231
1.4695, 209
1.4705, 231
1.4715, 224
1.4725, 207
1.4735, 222
1.4745, 202
1.4755, 245
1.4765, 213
1.4775, 215
1.4785, 216
1.4795, 203
1.4805, 212
1.4815, 231
1.4825, 222
1.4835, 197
1.4845, 208
1.4855, 183
1.4865, 230
1.4875, 215
1.4885, 235
1.4895, 223
1.4905, 224
1.4915, 215
1.4925, 198
1.4935, 224
1.4945, 227
1.4955, 225
1.4965, 216
1.4975, 208
1.4985, 218
1.4995, 232
1.5005, 205
1.5015, 216
1.5025, 237
1.5035, 229
1.5045, 228
1.5055, 204
1.5065, 202
1.5075, 211
1.5085, 214
1.5095, 225
1.5105, 227
1.5115, 219
1.5125, 234
1.5135, 202
1.5145, 231
1.5155, 210
1.5165, 226
1.5175, 226
1.5185, 227
1.5195, 202
1.5205, 248
1.5215, 211
1.5225, 232
1.5235, 227
1.5245, 217
1.5255, 204
1.5265, 209
1.5275, 200
1.5285, 238
1.5295, 227
1.5305, 241
1.5315, 216
1.5325, 208
1.5335, 227
1.5345, 212
1.5355, 230
1.5365, 232
1.5375, 240
1.5385, 210
1.5395, 241
1.5405, 227
1.5415, 235
1.5425, 227
1.5435, 225
1.5445, 230
1.5455, 247
1.5465, 223
1.5475, 240
1.5485, 232
1.5495, 275
1.5505, 226
1.5515, 246
1.5525, 242
1.5535, 260
1.5545, 259
1.5555, 266
1.5565, 251
1.5575, 241
1.5585, 256
1.5595, 269
1.5605, 269
1.5615, 259
1.5625, 280
1.5635, 280
1.5645, 272
1.5655, 261
1.5665, 254
1.5675, 249
1.5685, 267
1.5695, 300
1.5705, 270
1.5715, 317
1.5725, 264
1.5735, 193
1.5745, 174
1.5755, 190
1.5765, 173
1.5775, 176
1.5785, 189
1.5795, 174
1.5805, 187
1.5815, 189
1.5825, 180
1.5835, 180
1.5845, 204
1.5855, 187
1.5865, 208
1.5875, 174
1.5885, 208
1.5895, 197
1.5905, 202
1.5915, 194
1.5925, 189
1.5935, 200
1.5945, 188
1.5955, 191
1.5965, 179
1.5975, 197
1.5985, 184
1.5995, 192
1.6005, 203
1.6015, 204
1.6025, 191
1.6035, 211
1.6045, 211
1.6055, 223
1.6065, 213
1.6075, 223
1.6085, 229
1.6095, 201
1.6105, 224
1.6115, 209
1.6125, 224
1.6135, 253
1.6145, 241
1.6155, 155
1.6165, 128
1.6175, 146
1.6185, 147
1.6195, 137
1.6205, 129
1.6215, 125
1.6225, 123
1.6235, 114
1.6245, 135
1.6255, 118
1.6265, 115
1.6275, 140
1.6285, 104
1.6295, 113
1.6305, 117
1.6315, 97
1.6325, 111
1.6335, 98
1.6345, 111
1.6355, 102
1.6365, 101
1.6375, 115
1.6385, 87
1.6395, 98
1.6405, 130
1.6415, 101
1.6425, 91
1.6435, 91
1.6445, 97
1.6455, 75
1.6465, 89
1.6475, 84
1.6485, 90
1.6495, 88
1.6505, 85
1.6515, 77
1.6525, 90
1.6535, 76
1.6545, 79
1.6555, 73
1.6565, 62
