BinCenter,Count
1.1925,3729
1.1935,3806
1.1945,3684
1.1955,3677
1.1965,3530
1.1975,3558
1.1985,3505
1.1995,3637
1.2005,3511
1.2015,3485
1.2025,3620
1.2035,3427
1.2045,3531
1.2055,3518
1.2065,3507
1.2075,3441
1.2085,3437
1.2095,3465
1.2105,3403
1.2115,3490
1.2125,3338
1.2135,3500
1.2145,3354
1.2155,3348
1.2165,3483
1.2175,3260
1.2185,3367
1.2195,3275
1.2205,3395
1.2215,3379
1.2225,3376
1.2235,3340
1.2245,3241
1.2255,3287
1.2265,3346
1.2275,3225
1.2285,3327
1.2295,3183
1.2305,3311
1.2315,3152
1.2325,3181
1.2335,3187
1.2345,3203
1.2355,3198
1.2365,3156
1.2375,3210
1.2385,3173
1.2395,3174
1.2405,3217
1.2415,3187
1.2425,3252
1.2435,3152
1.2445,3044
1.2455,3133
1.2465,3048
1.2475,3014
1.2485,3157
1.2495,3024
1.2505,3030
1.2515,3034
1.2525,3077
1.2535,3023
1.2545,2972
1.2555,3040
1.2565,3062
1.2575,2996
1.2585,2936
1.2595,3014
1.2605,2923
1.2615,3000
1.2625,2972
1.2635,3054
1.2645,3226
1.2655,2967
1.2665,2830
1.2675,2661
1.2685,2945
1.2695,2822
1.2705,2902
1.2715,2798
1.2725,2819
1.2735,2836
1.2745,1.1668e+06
1.2755,3991
1.2765,4126
1.2775,4082
1.2785,4025
1.2795,3977
1.2805,4066
1.2815,4191
1.2825,4044
1.2835,4059
1.2845,4211
1.2855,4030
1.2865,3995
1.2875,3994
1.2885,4042
1.2895,4046
1.2905,3988
1.2915,4014
1.2925,3909
1.2935,3983
1.2945,3906
1.2955,3923
1.2965,4007
1.2975,3943
1.2985,3930
1.2995,3934
1.3005,3898
1.3015,3948
1.3025,3852
1.3035,3844
1.3045,3889
1.3055,3762
1.3065,3951
1.3075,3741
1.3085,3754
1.3095,3905
1.3105,3747
1.3115,3773
1.3125,3798
1.3135,3833
1.3145,3707
1.3155,3826
1.3165,3916
1.3175,3867
1.3185,3877
1.3195,3790
1.3205,3770
1.3215,3684
1.3225,3729
1.3235,3699
1.3245,3691
1.3255,3637
1.3265,3695
1.3275,3729
1.3285,3713
1.3295,3656
1.3305,3574
1.3315,3790
1.3325,5543
1.3335,3701
1.3345,7143
1.3355,3623
1.3365,3577
1.3375,3658
1.3385,3574
1.3395,3679
1.3405,3721
1.3415,5052
1.3425,3565
1.3435,3968
1.3445,3663
1.3455,3625
1.3465,3498
1.3475,3526
1.3485,3576
1.3495,3487
1.3505,3659
1.3515,3502
1.3525,3597
1.3535,3442
1.3545,3527
1.3555,3423
1.3565,3449
1.3575,3506
1.3585,3454
1.3595,3388
1.3605,3460
1.3615,3382
1.3625,3362
1.3635,3387
1.3645,3323
1.3655,3404
1.3665,3331
1.3675,3367
1.3685,3297
1.3695,3436
1.3705,3375
1.3715,3305
1.3725,3312
1.3735,3316
1.3745,3309
1.3755,3318
1.3765,3244
1.3775,3269
1.3785,3386
1.3795,3162
1.3805,3226
1.3815,3149
1.3825,3206
1.3835,3254
1.3845,3276
1.3855,3185
1.3865,3056
1.3875,3118
1.3885,3243
1.3895,3218
1.3905,3110
1.3915,3233
1.3925,3136
1.3935,3107
1.3945,3070
1.3955,3064
1.3965,2998
1.3975,3101
1.3985,3090
1.3995,3105
1.4005,2940
1.4015,2957
1.4025,2974
1.4035,2914
1.4045,2982
1.4055,2948
1.4065,2887
1.4075,2927
1.4085,2916
1.4095,2934
1.4105,2853
1.4115,2881
1.4125,2857
1.4135,2912
1.4145,2859
1.4155,2821
1.4165,2780
1.4175,2863
1.4185,2881
1.4195,2800
1.4205,2797
1.4215,2796
1.4225,2784
1.4235,2723
1.4245,2794
1.4255,2877
1.4265,2804
1.4275,2768
1.4285,2712
1.4295,2763
1.4305,2748
1.4315,2777
1.4325,2649
1.4335,2642
1.4345,2680
1.4355,2665
1.4365,2661
1.4375,2612
1.4385,2668
1.4395,2658
1.4405,2619
1.4415,2727
1.4425,2679
1.4435,2609
1.4445,2692
1.4455,2924
1.4465,2894
1.4475,2714
1.4485,2723
1.4495,2630
1.4505,2712
1.4515,2738
1.4525,2771
1.4535,2626
1.4545,2728
1.4555,2710
1.4565,2759
1.4575,2658
1.4585,2600
1.4595,2591
1.4605,2714
1.4615,2621
1.4625,2638
1.4635,2718
1.4645,2615
1.4655,2570
1.4665,2572
1.4675,2639
1.4685,2659
1.4695,2598
1.4705,2506
1.4715,2584
1.4725,2608
1.4735,2528
1.4745,2578
1.4755,2595
1.4765,2538
1.4775,2577
1.4785,2539
1.4795,2522
1.4805,2464
1.4815,2527
1.4825,2487
1.4835,2495
1.4845,2515
1.4855,2461
1.4865,2612
1.4875,2598
1.4885,2625
1.4895,2446
1.4905,2476
1.4915,2463
1.4925,2408
1.4935,2464
1.4945,2451
1.4955,2446
1.4965,2524
1.4975,2476
1.4985,2456
1.4995,2432
1.5005,2431
1.5015,2463
1.5025,2392
1.5035,2542
1.5045,2497
1.5055,2460
1.5065,2434
1.5075,2434
1.5085,2515
1.5095,2469
1.5105,2498
1.5115,2521
1.5125,2573
1.5135,2443
1.5145,2521
1.5155,2485
1.5165,2480
1.5175,2412
1.5185,2484
1.5195,2564
1.5205,2542
1.5215,2525
1.5225,2509
1.5235,2490
1.5245,2594
1.5255,2560
1.5265,2439
1.5275,2582
1.5285,2600
1.5295,2589
1.5305,2563
1.5315,2535
1.5325,2508
1.5335,2558
1.5345,2596
1.5355,2616
1.5365,2557
1.5375,2557
1.5385,2520
1.5395,2674
1.5405,2632
1.5415,2587
1.5425,2679
1.5435,2752
1.5445,2772
1.5455,2773
1.5465,2686
1.5475,2799
1.5485,2776
1.5495,2766
1.5505,2855
1.5515,2875
1.5525,2953
1.5535,2735
1.5545,2856
1.5555,2870
1.5565,2851
1.5575,2923
1.5585,2934
1.5595,3034
1.5605,2968
1.5615,2987
1.5625,2945
1.5635,3054
1.5645,3300
1.5655,3198
1.5665,3175
1.5675,3161
1.5685,3165
1.5695,3274
1.5705,3255
1.5715,3327
1.5725,2990
1.5735,2146
1.5745,2244
1.5755,2115
1.5765,2041
1.5775,2122
1.5785,2236
1.5795,2178
1.5805,2154
1.5815,2115
1.5825,2239
1.5835,2135
1.5845,2197
1.5855,2224
1.5865,2210
1.5875,2209
1.5885,2175
1.5895,2160
1.5905,2182
1.5915,2254
1.5925,2243
1.5935,2259
1.5945,2332
1.5955,2339
1.5965,2281
1.5975,2254
1.5985,2374
1.5995,2291
1.6005,2397
1.6015,2474
1.6025,2422
1.6035,2443
1.6045,2277
1.6055,2500
1.6065,2437
1.6075,2445
1.6085,2504
1.6095,2511
1.6105,2602
1.6115,2617
1.6125,2655
1.6135,2736
1.6145,2761
1.6155,1801
1.6165,1516
1.6175,1494
1.6185,1570
1.6195,1519
1.6205,1422
1.6215,1474
1.6225,1435
1.6235,1487
1.6245,1426
1.6255,1365
1.6265,1405
1.6275,1330
1.6285,1339
1.6295,1372
1.6305,1299
1.6315,1295
1.6325,1245
1.6335,1214
1.6345,1194
1.6355,1237
1.6365,1257
1.6375,1212
1.6385,1215
1.6395,1088
1.6405,1144
1.6415,1148
1.6425,1123
1.6435,1087
1.6445,1085
1.6455,1046
1.6465,1032
1.6475,1047
1.6485,944
1.6495,1029
1.6505,950
1.6515,1021
1.6525,983
1.6535,960
1.6545,984
1.6555,904
1.6565,951
1.6575,903
1.6585,916
1.6595,811
1.6605,826
1.6615,801
1.6625,779
1.6635,748
1.6645,762
1.6655,760
1.6665,751
1.6675,704
1.6685,629
1.6695,639
1.6705,633
1.6715,631
1.6725,650
1.6735,589
1.6745,576
1.6755,479
1.6765,557
1.6775,557
1.6785,496
1.6795,523
1.6805,498
1.6815,436
1.6825,415
1.6835,441
1.6845,411
1.6855,401
1.6865,410
1.6875,379
1.6885,346
1.6895,362
1.6905,343
1.6915,363
1.6925,336
1.6935,355
1.6945,281
1.6955,315
1.6965,294
1.6975,298
1.6985,300
1.6995,292
1.7005,290
1.7015,283
1.7025,296
1.7035,224
1.7045,264
1.7055,266
1.7065,244
1.7075,263
1.7085,239
1.7095,240
1.7105,235
1.7115,247
1.7125,241
1.7135,234
1.7145,221
1.7155,228
1.7165,227
1.7175,228
1.7185,216
1.7195,204
1.7205,219
1.7215,232
1.7225,199
1.7235,220
1.7245,233
1.7255,210
1.7265,226
1.7275,233
1.7285,190
1.7295,221
1.7305,192
1.7315,213
1.7325,222
1.7335,195
1.7345,206
1.7355,195
1.7365,192
1.7375,190
1.7385,189
1.7395,188
1.7405,175
1.7415,175
1.7425,187
1.7435,216
1.7445,163
1.7455,180
1.7465,170
1.7475,196
1.7485,170
1.7495,163
1.7505,162
1.7515,170
1.7525,174
1.7535,180
1.7545,161
1.7555,166
1.7565,143
