Energy Deposit (MeV), Count
0.3655, 3155
0.3665, 3097
0.3675, 3108
0.3685, 3031
0.3695, 3014
0.3705, 2974
0.3715, 2933
0.3725, 2934
0.3735, 2833
0.3745, 2915
0.3755, 2721
0.3765, 2764
0.3775, 2855
0.3785, 2703
0.3795, 2711
0.3805, 2735
0.3815, 2725
0.3825, 2709
0.3835, 2603
0.3845, 2542
0.3855, 2620
0.3865, 2545
0.3875, 2425
0.3885, 2540
0.3895, 2473
0.3905, 2404
0.3915, 2385
0.3925, 2361
0.3935, 2311
0.3945, 2330
0.3955, 2328
0.3965, 2300
0.3975, 2234
0.3985, 2278
0.3995, 2124
0.4005, 2008
0.4015, 1948
0.4025, 1852
0.4035, 1822
0.4045, 1770
0.4055, 1818
0.4065, 1802
0.4075, 1695
0.4085, 1603
0.4095, 1641
0.4105, 1551
0.4115, 1531
0.4125, 1533
0.4135, 1451
0.4145, 1448
0.4155, 1358
0.4165, 1449
0.4175, 1425
0.4185, 1395
0.4195, 1419
0.4205, 1325
0.4215, 1386
0.4225, 1381
0.4235, 1324
0.4245, 1289
0.4255, 1313
0.4265, 1268
0.4275, 1333
0.4285, 1311
0.4295, 1275
0.4305, 1258
0.4315, 1218
0.4325, 1234
0.4335, 1285
0.4345, 1252
0.4355, 1206
0.4365, 1231
0.4375, 1243
0.4385, 1260
0.4395, 1265
0.4405, 1192
0.4415, 1162
0.4425, 1176
0.4435, 1162
0.4445, 1104
0.4455, 1125
0.4465, 1163
0.4475, 1155
0.4485, 1114
0.4495, 1149
0.4505, 1134
0.4515, 1145
0.4525, 1095
0.4535, 1080
0.4545, 1110
0.4555, 1088
0.4565, 1048
0.4575, 1060
0.4585, 1112
0.4595, 1084
0.4605, 1107
0.4615, 1022
0.4625, 1058
0.4635, 1138
0.4645, 1137
0.4655, 1138
0.4665, 1086
0.4675, 1057
0.4685, 1063
0.4695, 1040
0.4705, 1099
0.4715, 1116
0.4725, 1121
0.4735, 1126
0.4745, 1052
0.4755, 1081
0.4765, 1087
0.4775, 1112
0.4785, 1101
0.4795, 1116
0.4805, 1062
0.4815, 1092
0.4825, 1102
0.4835, 1060
0.4845, 1066
0.4855, 1042
0.4865, 1113
0.4875, 1087
0.4885, 1080
0.4895, 1005
0.4905, 1123
0.4915, 1105
0.4925, 1032
0.4935, 1045
0.4945, 1086
0.4955, 1062
0.4965, 1079
0.4975, 1068
0.4985, 1102
0.4995, 995
0.5005, 1024
0.5015, 1216
0.5025, 1013
0.5035, 992
0.5045, 985
0.5055, 971
0.5065, 993
0.5075, 984
0.5085, 1011
0.5095, 939
0.5105, 673013
0.5115, 1011
0.5125, 992
0.5135, 1015
0.5145, 1027
0.5155, 969
0.5165, 989
0.5175, 995
0.5185, 1046
0.5195, 936
0.5205, 1033
0.5215, 1032
0.5225, 963
0.5235, 951
0.5245, 959
0.5255, 963
0.5265, 922
0.5275, 938
0.5285, 966
0.5295, 994
0.5305, 927
0.5315, 952
0.5325, 949
0.5335, 953
0.5345, 961
0.5355, 945
0.5365, 949
0.5375, 949
0.5385, 914
0.5395, 940
0.5405, 957
0.5415, 927
0.5425, 950
0.5435, 950
0.5445, 923
0.5455, 910
0.5465, 986
0.5475, 895
0.5485, 950
0.5495, 918
0.5505, 875
0.5515, 944
0.5525, 949
0.5535, 878
0.5545, 845
0.5555, 925
0.5565, 914
0.5575, 936
0.5585, 872
0.5595, 953
0.5605, 956
0.5615, 889
0.5625, 899
0.5635, 923
0.5645, 925
0.5655, 879
0.5665, 853
0.5675, 920
0.5685, 895
0.5695, 1623
0.5705, 2304
0.5715, 881
0.5725, 942
0.5735, 874
0.5745, 927
0.5755, 936
0.5765, 880
0.5775, 912
0.5785, 1480
0.5795, 881
0.5805, 1092
0.5815, 891
0.5825, 899
0.5835, 896
0.5845, 871
0.5855, 897
0.5865, 868
0.5875, 880
0.5885, 828
0.5895, 913
0.5905, 910
0.5915, 853
0.5925, 853
0.5935, 839
0.5945, 853
0.5955, 854
0.5965, 954
0.5975, 864
0.5985, 886
0.5995, 837
0.6005, 861
0.6015, 846
0.6025, 807
0.6035, 894
0.6045, 851
0.6055, 909
0.6065, 868
0.6075, 888
0.6085, 876
0.6095, 838
0.6105, 875
0.6115, 850
0.6125, 836
0.6135, 858
0.6145, 869
0.6155, 830
0.6165, 856
0.6175, 810
0.6185, 851
0.6195, 797
0.6205, 858
0.6215, 847
0.6225, 863
0.6235, 871
0.6245, 813
0.6255, 866
0.6265, 810
0.6275, 856
0.6285, 867
0.6295, 904
0.6305, 877
0.6315, 892
0.6325, 837
0.6335, 853
0.6345, 849
0.6355, 838
0.6365, 853
0.6375, 879
0.6385, 883
0.6395, 880
0.6405, 809
0.6415, 828
0.6425, 817
0.6435, 855
0.6445, 854
0.6455, 862
0.6465, 898
0.6475, 841
0.6485, 884
0.6495, 812
0.6505, 888
0.6515, 886
0.6525, 823
0.6535, 922
0.6545, 870
0.6555, 880
0.6565, 848
0.6575, 855
0.6585, 829
0.6595, 864
0.6605, 873
0.6615, 876
0.6625, 865
0.6635, 898
0.6645, 929
0.6655, 850
0.6665, 904
0.6675, 868
0.6685, 894
0.6695, 878
0.6705, 936
0.6715, 945
0.6725, 867
0.6735, 861
0.6745, 890
0.6755, 900
0.6765, 899
0.6775, 898
0.6785, 914
0.6795, 906
0.6805, 905
0.6815, 1136
0.6825, 1155
0.6835, 1184
0.6845, 1271
0.6855, 1241
0.6865, 1296
0.6875, 1233
0.6885, 1150
0.6895, 1087
0.6905, 1089
0.6915, 1163
0.6925, 1088
0.6935, 1062
0.6945, 1057
0.6955, 1078
0.6965, 1127
0.6975, 1021
0.6985, 1074
0.6995, 975
0.7005, 1043
0.7015, 995
0.7025, 991
0.7035, 1018
0.7045, 962
0.7055, 934
0.7065, 972
0.7075, 945
0.7085, 956
0.7095, 929
0.7105, 930
0.7115, 958
0.7125, 929
0.7135, 929
0.7145, 929
0.7155, 908
0.7165, 904
0.7175, 886
0.7185, 904
0.7195, 947
0.7205, 873
0.7215, 846
0.7225, 867
0.7235, 942
0.7245, 953
0.7255, 956
0.7265, 945
0.7275, 920
0.7285, 874
0.7295, 924
0.7305, 893
0.7315, 883
0.7325, 917
0.7335, 905
0.7345, 889
0.7355, 915
0.7365, 868
0.7375, 907
0.7385, 914
0.7395, 897
0.7405, 855
0.7415, 932
0.7425, 888
0.7435, 912
0.7445, 924
0.7455, 858
0.7465, 822
0.7475, 894
0.7485, 878
0.7495, 825
0.7505, 893
0.7515, 877
0.7525, 888
0.7535, 900
0.7545, 892
0.7555, 873
0.7565, 904
0.7575, 914
0.7585, 902
0.7595, 907
0.7605, 839
0.7615, 851
0.7625, 823
0.7635, 1320
0.7645, 856
0.7655, 907
0.7665, 878
0.7675, 887
0.7685, 887
0.7695, 879
0.7705, 895
0.7715, 872
0.7725, 871
0.7735, 911
0.7745, 885
0.7755, 899
0.7765, 902
0.7775, 883
0.7785, 896
0.7795, 857
0.7805, 857
0.7815, 896
0.7825, 845
0.7835, 911
0.7845, 850
0.7855, 877
0.7865, 969
0.7875, 880
0.7885, 881
0.7895, 918
0.7905, 903
0.7915, 892
0.7925, 854
0.7935, 942
0.7945, 911
0.7955, 879
0.7965, 872
0.7975, 906
0.7985, 867
0.7995, 904
0.8005, 869
0.8015, 910
0.8025, 867
0.8035, 897
0.8045, 951
0.8055, 849
0.8065, 904
0.8075, 867
0.8085, 867
0.8095, 905
0.8105, 883
0.8115, 885
0.8125, 913
0.8135, 893
0.8145, 892
0.8155, 901
0.8165, 941
0.8175, 940
0.8185, 918
0.8195, 919
0.8205, 899
0.8215, 886
0.8225, 901
0.8235, 924
0.8245, 942
0.8255, 877
0.8265, 932
0.8275, 891
0.8285, 891
0.8295, 912
0.8305, 867
0.8315, 880
0.8325, 960
0.8335, 913
0.8345, 941
0.8355, 950
0.8365, 917
0.8375, 918
0.8385, 950
0.8395, 895
0.8405, 901
0.8415, 917
0.8425, 946
0.8435, 938
0.8445, 905
0.8455, 956
0.8465, 907
0.8475, 982
0.8485, 928
0.8495, 953
0.8505, 951
0.8515, 977
0.8525, 993
0.8535, 933
0.8545, 913
0.8555, 965
0.8565, 1007
0.8575, 954
0.8585, 954
0.8595, 933
0.8605, 1010
0.8615, 1004
0.8625, 952
0.8635, 979
0.8645, 960
0.8655, 941
0.8665, 910
0.8675, 946
0.8685, 962
0.8695, 949
0.8705, 967
0.8715, 992
0.8725, 960
0.8735, 975
0.8745, 976
0.8755, 1014
0.8765, 949
0.8775, 998
0.8785, 978
0.8795, 945
0.8805, 931
0.8815, 916
0.8825, 985
0.8835, 941
0.8845, 1008
0.8855, 965
0.8865, 976
0.8875, 1041
0.8885, 1024
0.8895, 934
0.8905, 983
0.8915, 971
0.8925, 917
0.8935, 1012
0.8945, 1009
0.8955, 967
0.8965, 981
0.8975, 1019
0.8985, 1014
0.8995, 992
0.9005, 1014
0.9015, 1034
0.9025, 1005
0.9035, 961
0.9045, 1006
0.9055, 992
0.9065, 1030
0.9075, 982
0.9085, 977
0.9095, 1029
0.9105, 1031
0.9115, 1028
0.9125, 1037
0.9135, 1044
0.9145, 1054
0.9155, 1055
0.9165, 1021
0.9175, 1045
0.9185, 1130
0.9195, 1067
0.9205, 1019
0.9215, 1033
0.9225, 1078
0.9235, 1021
0.9245, 1058
0.9255, 1078
0.9265, 1050
0.9275, 1023
0.9285, 1094
0.9295, 1051
0.9305, 1032
0.9315, 1040
0.9325, 1065
0.9335, 1053
0.9345, 1119
0.9355, 1040
0.9365, 1121
0.9375, 1108
0.9385, 1090
0.9395, 1122
0.9405, 1066
0.9415, 1113
0.9425, 1125
0.9435, 1094
0.9445, 1107
0.9455, 1103
0.9465, 1128
0.9475, 1079
0.9485, 1063
0.9495, 1101
0.9505, 1112
0.9515, 1098
0.9525, 1147
0.9535, 1019
0.9545, 1098
0.9555, 1109
0.9565, 1183
0.9575, 1121
0.9585, 1117
0.9595, 1127
0.9605, 1166
0.9615, 1141
0.9625, 1119
0.9635, 1108
0.9645, 1131
0.9655, 1180
0.9665, 1154
0.9675, 1149
0.9685, 1230
0.9695, 1149
0.9705, 1136
0.9715, 1160
0.9725, 1215
0.9735, 1205
0.9745, 1160
0.9755, 1192
0.9765, 1149
0.9775, 1197
0.9785, 1185
0.9795, 1220
0.9805, 1136
0.9815, 1212
0.9825, 1261
0.9835, 1219
0.9845, 1215
0.9855, 1193
0.9865, 1241
0.9875, 1226
0.9885, 1240
0.9895, 1179
0.9905, 1270
0.9915, 1201
0.9925, 1255
0.9935, 1231
0.9945, 1304
0.9955, 1271
0.9965, 1226
0.9975, 1251
0.9985, 1283
0.9995, 1269
1.0005, 1245
1.0015, 1296
1.0025, 1348
1.0035, 1249
1.0045, 1307
1.0055, 1248
1.0065, 1285
1.0075, 1284
1.0085, 1300
1.0095, 1332
1.0105, 1423
1.0115, 1422
1.0125, 1419
1.0135, 1328
1.0145, 1319
1.0155, 1398
1.0165, 1379
1.0175, 1422
1.0185, 1400
1.0195, 1408
1.0205, 1366
1.0215, 1413
1.0225, 1428
1.0235, 1462
1.0245, 1420
1.0255, 1494
1.0265, 1439
1.0275, 1480
1.0285, 1512
1.0295, 1567
1.0305, 1468
1.0315, 1561
1.0325, 1545
1.0335, 1504
1.0345, 1566
1.0355, 1666
1.0365, 1581
1.0375, 1582
1.0385, 1623
1.0395, 1682
1.0405, 1600
1.0415, 1674
1.0425, 1671
1.0435, 1770
1.0445, 1748
1.0455, 1716
1.0465, 1752
1.0475, 1655
1.0485, 1761
1.0495, 1775
1.0505, 1872
1.0515, 1816
1.0525, 1760
1.0535, 1862
1.0545, 1919
1.0555, 1892
1.0565, 1848
1.0575, 1866
1.0585, 1905
1.0595, 1997
1.0605, 2099
1.0615, 1771
1.0625, 1059
1.0635, 1058
1.0645, 986
1.0655, 1044
1.0665, 1013
1.0675, 986
1.0685, 1041
1.0695, 1052
1.0705, 955
1.0715, 1008
1.0725, 1003
1.0735, 983
1.0745, 1004
1.0755, 998
1.0765, 996
1.0775, 966
1.0785, 926
1.0795, 957
1.0805, 1002
1.0815, 944
1.0825, 1008
1.0835, 898
1.0845, 940
1.0855, 882
1.0865, 979
1.0875, 965
1.0885, 971
1.0895, 907
1.0905, 909
1.0915, 899
1.0925, 898
1.0935, 900
1.0945, 954
1.0955, 971
1.0965, 876
1.0975, 879
1.0985, 858
1.0995, 862
1.1005, 947
1.1015, 882
1.1025, 887
1.1035, 889
1.1045, 899
1.1055, 803
1.1065, 879
1.1075, 879
1.1085, 869
1.1095, 814
1.1105, 891
1.1115, 873
1.1125, 849
1.1135, 812
1.1145, 794
1.1155, 781
1.1165, 826
1.1175, 818
1.1185, 821
1.1195, 843
1.1205, 819
1.1215, 739
1.1225, 749
1.1235, 741
1.1245, 777
1.1255, 751
1.1265, 788
1.1275, 786
1.1285, 721
1.1295, 729
1.1305, 709
1.1315, 744
1.1325, 696
1.1335, 648
1.1345, 696
1.1355, 708
1.1365, 621
1.1375, 684
1.1385, 639
1.1395, 653
1.1405, 680
1.1415, 631
1.1425, 631
1.1435, 587
1.1445, 554
1.1455, 594
1.1465, 604
1.1475, 561
1.1485, 593
1.1495, 580
1.1505, 547
1.1515, 506
1.1525, 561
1.1535, 522
1.1545, 527
1.1555, 475
1.1565, 526
1.1575, 475
1.1585, 449
1.1595, 518
1.1605, 458
1.1615, 477
1.1625, 467
1.1635, 452
1.1645, 442
1.1655, 425
1.1665, 445
1.1675, 450
1.1685, 446
1.1695, 416
1.1705, 465
1.1715, 397
1.1725, 395
1.1735, 420
1.1745, 391
1.1755, 379
1.1765, 387
1.1775, 399
1.1785, 410
1.1795, 372
1.1805, 390
1.1815, 377
1.1825, 346
1.1835, 366
1.1845, 341
1.1855, 362
1.1865, 375
1.1875, 335
1.1885, 343
1.1895, 349
1.1905, 366
1.1915, 337
1.1925, 326
1.1935, 325
1.1945, 308
1.1955, 325
1.1965, 317
1.1975, 356
1.1985, 300
1.1995, 343
1.2005, 324
1.2015, 310
1.2025, 313
1.2035, 332
1.2045, 316
1.2055, 334
1.2065, 302
1.2075, 293
1.2085, 280
1.2095, 302
1.2105, 319
1.2115, 304
1.2125, 329
1.2135, 294
1.2145, 320
1.2155, 321
1.2165, 282
1.2175, 316
1.2185, 307
1.2195, 308
1.2205, 314
1.2215, 316
1.2225, 291
1.2235, 275
1.2245, 276
1.2255, 292
1.2265, 277
1.2275, 287
1.2285, 309
1.2295, 289
1.2305, 285
1.2315, 277
1.2325, 295
1.2335, 270
1.2345, 314
1.2355, 271
1.2365, 278
1.2375, 291
1.2385, 296
1.2395, 315
1.2405, 299
1.2415, 293
1.2425, 289
1.2435, 287
1.2445, 285
1.2455, 284
1.2465, 249
1.2475, 253
1.2485, 298
1.2495, 271
1.2505, 250
1.2515, 258
1.2525, 280
1.2535, 273
1.2545, 285
1.2555, 280
1.2565, 264
1.2575, 263
1.2585, 269
1.2595, 276
1.2605, 268
1.2615, 262
1.2625, 243
1.2635, 274
1.2645, 304
1.2655, 267
1.2665, 252
1.2675, 245
1.2685, 246
1.2695, 270
1.2705, 265
1.2715, 277
1.2725, 257
1.2735, 245
1.2745, 118472
1.2755, 333
1.2765, 364
1.2775, 366
1.2785, 324
1.2795, 299
1.2805, 355
1.2815, 372
1.2825, 325
1.2835, 354
1.2845, 341
1.2855, 355
1.2865, 339
1.2875, 330
1.2885, 342
1.2895, 337
1.2905, 346
1.2915, 364
1.2925, 342
1.2935, 346
1.2945, 379
1.2955, 400
1.2965, 350
1.2975, 344
1.2985, 315
1.2995, 325
1.3005, 321
1.3015, 330
1.3025, 321
1.3035, 335
1.3045, 357
1.3055, 334
1.3065, 353
1.3075, 307
1.3085, 315
1.3095, 351
1.3105, 319
1.3115, 345
1.3125, 318
1.3135, 319
1.3145, 306
1.3155, 306
1.3165, 336
1.3175, 316
1.3185, 323
1.3195, 359
1.3205, 328
1.3215, 292
1.3225, 315
1.3235, 344
1.3245, 302
1.3255, 287
1.3265, 326
1.3275, 331
1.3285, 296
1.3295, 305
1.3305, 326
1.3315, 327
1.3325, 589
1.3335, 284
1.3345, 777
1.3355, 288
1.3365, 314
1.3375, 311
1.3385, 277
1.3395, 320
1.3405, 319
1.3415, 523
1.3425, 299
1.3435, 369
1.3445, 338
1.3455, 317
1.3465, 306
1.3475, 310
1.3485, 296
1.3495, 325
1.3505, 291
1.3515, 290
1.3525, 294
1.3535, 282
1.3545, 309
1.3555, 320
1.3565, 302
1.3575, 291
1.3585, 285
1.3595, 314
1.3605, 308
1.3615, 302
1.3625, 274
1.3635, 287
1.3645, 287
1.3655, 281
1.3665, 266
1.3675, 307
1.3685, 266
1.3695, 292
1.3705, 277
1.3715, 287
1.3725, 260
1.3735, 291
1.3745, 279
1.3755, 294
1.3765, 296
1.3775, 286
1.3785, 278
1.3795, 288
1.3805, 261
1.3815, 287
1.3825, 261
1.3835, 279
1.3845, 278
1.3855, 262
1.3865, 264
1.3875, 256
1.3885, 274
1.3895, 266
1.3905, 264
1.3915, 275
1.3925, 282
1.3935, 286
1.3945, 285
1.3955, 258
1.3965, 273
1.3975, 248
1.3985, 272
1.3995, 280
1.4005, 262
1.4015, 263
1.4025, 245
1.4035, 266
1.4045, 262
1.4055, 246
1.4065, 242
1.4075, 245
1.4085, 259
1.4095, 238
1.4105, 272
1.4115, 254
1.4125, 253
1.4135, 277
1.4145, 246
1.4155, 236
1.4165, 227
1.4175, 244
1.4185, 253
1.4195, 257
1.4205, 241
1.4215, 230
1.4225, 251
1.4235, 236
1.4245, 249
1.4255, 218
1.4265, 261
1.4275, 262
1.4285, 221
1.4295, 245
1.4305, 245
1.4315, 214
1.4325, 237
1.4335, 210
1.4345, 244
1.4355, 204
1.4365, 220
1.4375, 233
1.4385, 248
1.4395, 234
1.4405, 238
1.4415, 234
1.4425, 250
1.4435, 239
1.4445, 203
1.4455, 250
1.4465, 249
1.4475, 248
1.4485, 247
1.4495, 217
1.4505, 213
1.4515, 236
1.4525, 241
1.4535, 243
1.4545, 229
1.4555, 222
1.4565, 245
1.4575, 235
1.4585, 225
1.4595, 250
1.4605, 240
1.4615, 226
1.4625, 239
1.4635, 213
1.4645, 250
1.4655, 217
1.4665, 231
1.4675, 237
1.4685, 224
1.4695, 221
1.4705, 241
1.4715, 221
1.4725, 226
1.4735, 200
1.4745, 191
1.4755, 221
1.4765, 216
1.4775, 216
1.4785, 221
1.4795, 196
1.4805, 230
1.4815, 238
1.4825, 217
1.4835, 190
1.4845, 219
1.4855, 171
1.4865, 224
1.4875, 211
1.4885, 212
1.4895, 232
1.4905, 231
1.4915, 212
1.4925, 198
1.4935, 214
1.4945, 222
1.4955, 225
1.4965, 223
1.4975, 217
1.4985, 222
1.4995, 225
1.5005, 201
1.5015, 201
1.5025, 235
1.5035, 217
1.5045, 226
1.5055, 190
1.5065, 193
1.5075, 209
1.5085, 218
1.5095, 211
1.5105, 224
1.5115, 210
1.5125, 239
1.5135, 216
1.5145, 209
1.5155, 226
1.5165, 230
1.5175, 222
1.5185, 238
1.5195, 206
1.5205, 219
1.5215, 212
1.5225, 236
1.5235, 226
1.5245, 233
1.5255, 202
1.5265, 227
1.5275, 174
1.5285, 245
1.5295, 223
1.5305, 241
1.5315, 229
1.5325, 204
1.5335, 217
1.5345, 233
1.5355, 251
1.5365, 233
1.5375, 232
1.5385, 217
1.5395, 245
1.5405, 235
1.5415, 240
1.5425, 215
1.5435, 213
1.5445, 236
1.5455, 241
1.5465, 233
1.5475, 248
1.5485, 242
1.5495, 261
1.5505, 237
1.5515, 244
1.5525, 240
1.5535, 249
1.5545, 259
1.5555, 242
1.5565, 259
1.5575, 270
1.5585, 250
1.5595, 271
1.5605, 276
1.5615, 237
1.5625, 280
1.5635, 285
1.5645, 278
1.5655, 270
1.5665, 261
1.5675, 255
1.5685, 275
1.5695, 307
1.5705, 259
1.5715, 307
1.5725, 248
1.5735, 197
1.5745, 178
1.5755, 185
1.5765, 178
1.5775, 182
1.5785, 177
1.5795, 186
1.5805, 170
1.5815, 176
1.5825, 185
1.5835, 193
1.5845, 191
1.5855, 174
1.5865, 195
1.5875, 180
1.5885, 195
1.5895, 197
1.5905, 197
1.5915, 201
1.5925, 196
1.5935, 204
1.5945, 233
1.5955, 205
1.5965, 195
1.5975, 198
1.5985, 190
1.5995, 187
1.6005, 196
1.6015, 189
1.6025, 215
1.6035, 207
1.6045, 188
1.6055, 220
1.6065, 207
1.6075, 199
1.6085, 210
1.6095, 193
1.6105, 235
1.6115, 213
1.6125, 247
1.6135, 251
1.6145, 246
1.6155, 143
1.6165, 128
1.6175, 146
1.6185, 140
1.6195, 132
1.6205, 142
1.6215, 125
1.6225, 138
1.6235, 119
1.6245, 137
1.6255, 109
1.6265, 126
1.6275, 130
1.6285, 103
1.6295, 101
1.6305, 99
1.6315, 97
1.6325, 112
1.6335, 111
1.6345, 100
1.6355, 104
1.6365, 100
1.6375, 120
1.6385, 109
1.6395, 110
1.6405, 126
1.6415, 92
1.6425, 90
1.6435, 80
1.6445, 84
1.6455, 82
1.6465, 88
1.6475, 84
1.6485, 90
1.6495, 82
1.6505, 87
1.6515, 88
1.6525, 87
1.6535, 86
1.6545, 70
1.6555, 70
