Energy Deposit (MeV), Count
0.6785, 9118
0.6795, 8948
0.6805, 9119
0.6815, 10798
0.6825, 11741
0.6835, 11904
0.6845, 12322
0.6855, 12273
0.6865, 12295
0.6875, 11937
0.6885, 11748
0.6895, 11399
0.6905, 11134
0.6915, 11309
0.6925, 10952
0.6935, 10840
0.6945, 10671
0.6955, 10534
0.6965, 10535
0.6975, 10412
0.6985, 10260
0.6995, 10183
0.7005, 10037
0.7015, 9895
0.7025, 9822
0.7035, 9774
0.7045, 9840
0.7055, 9580
0.7065, 9685
0.7075, 9360
0.7085, 9298
0.7095, 9323
0.7105, 9359
0.7115, 9281
0.7125, 9099
0.7135, 9176
0.7145, 9308
0.7155, 9103
0.7165, 8994
0.7175, 9066
0.7185, 9065
0.7195, 9167
0.7205, 8831
0.7215, 8828
0.7225, 8663
0.7235, 8891
0.7245, 9201
0.7255, 9161
0.7265, 9394
0.7275, 9312
0.7285, 8957
0.7295, 9203
0.7305, 9230
0.7315, 9092
0.7325, 9021
0.7335, 8991
0.7345, 8988
0.7355, 9105
0.7365, 9065
0.7375, 9013
0.7385, 9057
0.7395, 9023
0.7405, 8920
0.7415, 8974
0.7425, 8948
0.7435, 8964
0.7445, 8935
0.7455, 9007
0.7465, 8826
0.7475, 8863
0.7485, 8846
0.7495, 8815
0.7505, 8895
0.7515, 8696
0.7525, 8979
0.7535, 8826
0.7545, 8903
0.7555, 8818
0.7565, 8887
0.7575, 8913
0.7585, 8741
0.7595, 8930
0.7605, 8852
0.7615, 8875
0.7625, 8766
0.7635, 13273
0.7645, 8650
0.7655, 8686
0.7665, 8871
0.7675, 8887
0.7685, 8931
0.7695, 8784
0.7705, 8882
0.7715, 8820
0.7725, 8842
0.7735, 8910
0.7745, 8814
0.7755, 8979
0.7765, 8861
0.7775, 8845
0.7785, 8915
0.7795, 9038
0.7805, 8797
0.7815, 8839
0.7825, 8908
0.7835, 9022
0.7845, 8819
0.7855, 8832
0.7865, 9034
0.7875, 8833
0.7885, 8816
0.7895, 8899
0.7905, 8873
0.7915, 8871
0.7925, 8772
0.7935, 8965
0.7945, 8981
0.7955, 9008
0.7965, 8860
0.7975, 9109
0.7985, 8947
0.7995, 8923
0.8005, 8972
0.8015, 8919
0.8025, 8942
0.8035, 9029
0.8045, 8975
0.8055, 8948
0.8065, 9077
0.8075, 8936
0.8085, 8850
0.8095, 8879
0.8105, 8955
0.8115, 9049
0.8125, 9036
0.8135, 8965
0.8145, 8963
0.8155, 9044
0.8165, 8965
0.8175, 9061
0.8185, 9052
0.8195, 9075
0.8205, 9099
0.8215, 8977
0.8225, 9067
0.8235, 9295
0.8245, 9201
0.8255, 8917
0.8265, 9146
0.8275, 9082
0.8285, 8947
0.8295, 9194
0.8305, 9063
0.8315, 9140
0.8325, 9253
0.8335, 9169
0.8345, 9311
0.8355, 9251
0.8365, 9208
0.8375, 9228
0.8385, 9131
0.8395, 9187
0.8405, 9195
0.8415, 9282
0.8425, 9329
0.8435, 9395
0.8445, 9207
0.8455, 9422
0.8465, 9346
0.8475, 9432
0.8485, 9364
0.8495, 9315
0.8505, 9337
0.8515, 9474
0.8525, 9455
0.8535, 9425
0.8545, 9277
0.8555, 9541
0.8565, 9486
0.8575, 9640
0.8585, 9511
0.8595, 9295
0.8605, 9519
0.8615, 9608
0.8625, 9536
0.8635, 9655
0.8645, 9700
0.8655, 9294
0.8665, 9389
0.8675, 9478
0.8685, 9591
0.8695, 9663
0.8705, 9732
0.8715, 9553
0.8725, 9704
0.8735, 9637
0.8745, 9663
0.8755, 9784
0.8765, 9659
0.8775, 9616
0.8785, 9704
0.8795, 9730
0.8805, 9703
0.8815, 9681
0.8825, 9818
0.8835, 9684
0.8845, 9949
0.8855, 9710
0.8865, 9862
0.8875, 9863
0.8885, 9825
0.8895, 9914
0.8905, 9915
0.8915, 9879
0.8925, 9769
0.8935, 9740
0.8945, 9875
0.8955, 10097
0.8965, 10018
0.8975, 10041
0.8985, 9830
0.8995, 9847
0.9005, 10099
0.9015, 10145
0.9025, 9999
0.9035, 10040
0.9045, 9982
0.9055, 10191
0.9065, 10201
0.9075, 10198
0.9085, 10082
0.9095, 10434
0.9105, 10314
0.9115, 10158
0.9125, 10336
0.9135, 10213
0.9145, 10267
0.9155, 10360
0.9165, 10280
0.9175, 10363
0.9185, 10453
0.9195, 10417
0.9205, 10352
0.9215, 10524
0.9225, 10517
0.9235, 10498
0.9245, 10662
0.9255, 10444
0.9265, 10341
0.9275, 10364
0.9285, 10642
0.9295, 10587
0.9305, 10600
0.9315, 10561
0.9325, 10613
0.9335, 10658
0.9345, 10762
0.9355, 10581
0.9365, 10783
0.9375, 10663
0.9385, 10587
0.9395, 10791
0.9405, 10910
0.9415, 10806
0.9425, 10979
0.9435, 10786
0.9445, 10706
0.9455, 10854
0.9465, 10979
0.9475, 11031
0.9485, 10888
0.9495, 11041
0.9505, 10859
0.9515, 11129
0.9525, 11186
0.9535, 10901
0.9545, 11192
0.9555, 11209
0.9565, 11307
0.9575, 11125
0.9585, 11269
0.9595, 11362
0.9605, 11307
0.9615, 11277
0.9625, 11473
0.9635, 11434
0.9645, 11373
0.9655, 11421
0.9665, 11312
0.9675, 11440
0.9685, 11650
0.9695, 11396
0.9705, 11679
0.9715, 11683
0.9725, 11791
0.9735, 11758
0.9745, 11758
0.9755, 11891
0.9765, 11658
0.9775, 11769
0.9785, 11859
0.9795, 12087
0.9805, 11833
0.9815, 12143
0.9825, 12163
0.9835, 12188
0.9845, 11948
0.9855, 11997
0.9865, 12142
0.9875, 12317
0.9885, 12507
0.9895, 12220
0.9905, 12371
0.9915, 12478
0.9925, 12466
0.9935, 12644
0.9945, 12680
0.9955, 12551
0.9965, 12671
0.9975, 12489
0.9985, 12860
0.9995, 12853
1.0005, 12873
1.0015, 12878
1.0025, 13002
1.0035, 13094
1.0045, 12971
1.0055, 13041
1.0065, 12913
1.0075, 13141
1.0085, 13229
1.0095, 13327
1.0105, 13326
1.0115, 13550
1.0125, 13729
1.0135, 13689
1.0145, 13642
1.0155, 13855
1.0165, 13835
1.0175, 13742
1.0185, 13896
1.0195, 14281
1.0205, 14040
1.0215, 14490
1.0225, 14199
1.0235, 14590
1.0245, 14563
1.0255, 14607
1.0265, 14721
1.0275, 14528
1.0285, 14814
1.0295, 15008
1.0305, 15326
1.0315, 15109
1.0325, 15397
1.0335, 15666
1.0345, 15660
1.0355, 15799
1.0365, 15702
1.0375, 15959
1.0385, 16216
1.0395, 16159
1.0405, 16429
1.0415, 16422
1.0425, 16546
1.0435, 16923
1.0445, 17021
1.0455, 17183
1.0465, 17288
1.0475, 17266
1.0485, 17422
1.0495, 18090
1.0505, 18191
1.0515, 18529
1.0525, 18235
1.0535, 18624
1.0545, 18908
1.0555, 19303
1.0565, 19320
1.0575, 19456
1.0585, 19605
1.0595, 19976
1.0605, 20215
1.0615, 17428
1.0625, 10453
1.0635, 10298
1.0645, 10282
1.0655, 10198
1.0665, 10333
1.0675, 10229
1.0685, 10089
1.0695, 10244
1.0705, 9905
1.0715, 10263
1.0725, 10069
1.0735, 9942
1.0745, 10050
1.0755, 9847
1.0765, 9873
1.0775, 9823
1.0785, 9810
1.0795, 9744
1.0805, 9652
1.0815, 9654
1.0825, 9583
1.0835, 9493
1.0845, 9615
1.0855, 9606
1.0865, 9495
1.0875, 9482
1.0885, 9326
1.0895, 9373
1.0905, 9133
1.0915, 9154
1.0925, 9269
1.0935, 9199
1.0945, 9093
1.0955, 9200
1.0965, 9055
1.0975, 8900
1.0985, 9072
1.0995, 8861
1.1005, 8943
1.1015, 8826
1.1025, 8968
1.1035, 8776
1.1045, 8783
1.1055, 8646
1.1065, 8867
1.1075, 8710
1.1085, 8737
1.1095, 8552
1.1105, 8674
1.1115, 8501
1.1125, 8463
1.1135, 8530
1.1145, 8208
1.1155, 8173
1.1165, 8468
1.1175, 8251
1.1185, 8434
1.1195, 8183
1.1205, 7971
1.1215, 7872
1.1225, 7876
1.1235, 7742
1.1245, 7504
1.1255, 7398
1.1265, 7530
1.1275, 7455
1.1285, 7315
1.1295, 7218
1.1305, 7190
1.1315, 7175
1.1325, 6934
1.1335, 6867
1.1345, 6754
1.1355, 6781
1.1365, 6542
1.1375, 6643
1.1385, 6574
1.1395, 6458
1.1405, 6533
1.1415, 6374
1.1425, 6265
1.1435, 6203
1.1445, 6072
1.1455, 6004
1.1465, 5871
1.1475, 5893
1.1485, 5748
1.1495, 5591
1.1505, 5468
1.1515, 5503
1.1525, 5490
1.1535, 5272
1.1545, 5211
1.1555, 5057
1.1565, 4969
1.1575, 4920
1.1585, 4774
1.1595, 4758
1.1605, 4787
1.1615, 4709
1.1625, 4549
1.1635, 4538
1.1645, 4376
1.1655, 4406
1.1665, 4328
1.1675, 4392
1.1685, 4288
1.1695, 4254
1.1705, 4327
1.1715, 4087
1.1725, 3976
1.1735, 4085
1.1745, 4020
1.1755, 4059
1.1765, 3932
1.1775, 3960
1.1785, 3877
1.1795, 3761
1.1805, 3723
1.1815, 3726
1.1825, 3637
1.1835, 3595
1.1845, 3594
1.1855, 3589
1.1865, 3511
1.1875, 3496
1.1885, 3418
1.1895, 3458
1.1905, 3394
1.1915, 3444
1.1925, 3372
1.1935, 3348
1.1945, 3285
1.1955, 3339
1.1965, 3286
1.1975, 3401
1.1985, 3238
1.1995, 3257
1.2005, 3181
1.2015, 3232
1.2025, 3232
1.2035, 3160
1.2045, 3177
1.2055, 3214
1.2065, 3125
1.2075, 3127
1.2085, 3029
1.2095, 3137
1.2105, 3050
1.2115, 3115
1.2125, 2992
1.2135, 2973
1.2145, 3040
1.2155, 3056
1.2165, 3012
1.2175, 2996
1.2185, 2980
1.2195, 2940
1.2205, 3047
1.2215, 3007
1.2225, 3028
1.2235, 2860
1.2245, 2950
1.2255, 2891
1.2265, 2983
1.2275, 2928
1.2285, 2963
1.2295, 2892
1.2305, 3000
1.2315, 2805
1.2325, 2839
1.2335, 2827
1.2345, 2860
1.2355, 2843
1.2365, 2799
1.2375, 2859
1.2385, 2861
1.2395, 2831
1.2405, 2851
1.2415, 2826
1.2425, 2742
1.2435, 2755
1.2445, 2757
1.2455, 2746
1.2465, 2674
1.2475, 2644
1.2485, 2790
1.2495, 2720
1.2505, 2760
1.2515, 2733
1.2525, 2750
1.2535, 2715
1.2545, 2723
1.2555, 2878
1.2565, 2670
1.2575, 2679
1.2585, 2681
1.2595, 2707
1.2605, 2657
1.2615, 2704
1.2625, 2653
1.2635, 2667
1.2645, 2879
1.2655, 2650
1.2665, 2614
1.2675, 2523
1.2685, 2513
1.2695, 2487
1.2705, 2601
1.2715, 2547
1.2725, 2490
1.2735, 2532
1.2745, 1.18434e+06
1.2755, 3491
1.2765, 3617
1.2775, 3536
1.2785, 3469
1.2795, 3497
1.2805, 3469
1.2815, 3637
1.2825, 3427
1.2835, 3504
1.2845, 3614
1.2855, 3495
1.2865, 3443
1.2875, 3467
1.2885, 3504
1.2895, 3509
1.2905, 3418
1.2915, 3383
1.2925, 3363
1.2935, 3365
1.2945, 3287
1.2955, 3390
1.2965, 3451
1.2975, 3302
1.2985, 3271
1.2995, 3352
1.3005, 3258
1.3015, 3301
1.3025, 3283
1.3035, 3393
1.3045, 3376
1.3055, 3293
1.3065, 3293
1.3075, 3242
1.3085, 3330
1.3095, 3405
1.3105, 3192
1.3115, 3236
1.3125, 3242
1.3135, 3230
1.3145, 3276
1.3155, 3301
1.3165, 3317
1.3175, 3302
1.3185, 3291
1.3195, 3220
1.3205, 3276
1.3215, 3239
1.3225, 3282
1.3235, 3235
1.3245, 3252
1.3255, 3128
1.3265, 3256
1.3275, 3208
1.3285, 3135
1.3295, 3120
1.3305, 3167
1.3315, 3213
1.3325, 5805
1.3335, 3077
1.3345, 7738
1.3355, 3046
1.3365, 3089
1.3375, 3168
1.3385, 3064
1.3395, 3062
1.3405, 3132
1.3415, 5069
1.3425, 3141
1.3435, 3565
1.3445, 3175
1.3455, 3120
1.3465, 3115
1.3475, 3142
1.3485, 3081
1.3495, 3080
1.3505, 3172
1.3515, 3077
1.3525, 2978
1.3535, 2979
1.3545, 3146
1.3555, 3047
1.3565, 2932
1.3575, 3035
1.3585, 3036
1.3595, 2981
1.3605, 2998
1.3615, 2920
1.3625, 2943
1.3635, 2904
1.3645, 2956
1.3655, 2932
1.3665, 2963
1.3675, 2937
1.3685, 2822
1.3695, 2966
1.3705, 2866
1.3715, 3011
1.3725, 2902
1.3735, 2823
1.3745, 2900
1.3755, 2842
1.3765, 2855
1.3775, 2851
1.3785, 2905
1.3795, 2808
1.3805, 2826
1.3815, 2783
1.3825, 2870
1.3835, 2836
1.3845, 2890
1.3855, 2877
1.3865, 2672
1.3875, 2791
1.3885, 2837
1.3895, 2756
1.3905, 2732
1.3915, 2797
1.3925, 2674
1.3935, 2758
1.3945, 2614
1.3955, 2641
1.3965, 2682
1.3975, 2583
1.3985, 2614
1.3995, 2576
1.4005, 2593
1.4015, 2587
1.4025, 2555
1.4035, 2530
1.4045, 2532
1.4055, 2522
1.4065, 2431
1.4075, 2469
1.4085, 2558
1.4095, 2505
1.4105, 2503
1.4115, 2462
1.4125, 2445
1.4135, 2497
1.4145, 2525
1.4155, 2469
1.4165, 2361
1.4175, 2467
1.4185, 2470
1.4195, 2376
1.4205, 2394
1.4215, 2466
1.4225, 2449
1.4235, 2297
1.4245, 2479
1.4255, 2354
1.4265, 2379
1.4275, 2354
1.4285, 2369
1.4295, 2336
1.4305, 2434
1.4315, 2305
1.4325, 2313
1.4335, 2263
1.4345, 2344
1.4355, 2257
1.4365, 2308
1.4375, 2293
1.4385, 2397
1.4395, 2295
1.4405, 2316
1.4415, 2371
1.4425, 2276
1.4435, 2342
1.4445, 2207
1.4455, 2513
1.4465, 2449
1.4475, 2440
1.4485, 2498
1.4495, 2463
1.4505, 2297
1.4515, 2409
1.4525, 2443
1.4535, 2451
1.4545, 2458
1.4555, 2399
1.4565, 2499
1.4575, 2380
1.4585, 2429
1.4595, 2343
1.4605, 2346
1.4615, 2297
1.4625, 2268
1.4635, 2344
1.4645, 2297
1.4655, 2307
1.4665, 2329
1.4675, 2249
1.4685, 2278
1.4695, 2260
1.4705, 2275
1.4715, 2347
1.4725, 2292
1.4735, 2263
1.4745, 2207
1.4755, 2316
1.4765, 2274
1.4775, 2241
1.4785, 2166
1.4795, 2193
1.4805, 2207
1.4815, 2268
1.4825, 2158
1.4835, 2082
1.4845, 2165
1.4855, 2108
1.4865, 2195
1.4875, 2202
1.4885, 2186
1.4895, 2119
1.4905, 2196
1.4915, 2200
1.4925, 2045
1.4935, 2185
1.4945, 2230
1.4955, 2139
1.4965, 2146
1.4975, 2122
1.4985, 2226
1.4995, 2088
1.5005, 2119
1.5015, 2111
1.5025, 2217
1.5035, 2206
1.5045, 2191
1.5055, 2119
1.5065, 2104
1.5075, 2192
1.5085, 2152
1.5095, 2161
1.5105, 2095
1.5115, 2139
1.5125, 2229
1.5135, 2161
1.5145, 2178
1.5155, 2162
1.5165, 2147
1.5175, 2091
1.5185, 2186
1.5195, 2214
1.5205, 2192
1.5215, 2179
1.5225, 2213
1.5235, 2182
1.5245, 2254
1.5255, 2233
1.5265, 2200
1.5275, 2252
1.5285, 2301
1.5295, 2224
1.5305, 2254
1.5315, 2233
1.5325, 2233
1.5335, 2300
1.5345, 2314
1.5355, 2332
1.5365, 2321
1.5375, 2225
1.5385, 2216
1.5395, 2330
1.5405, 2319
1.5415, 2391
1.5425, 2323
1.5435, 2380
1.5445, 2517
1.5455, 2410
1.5465, 2433
1.5475, 2441
1.5485, 2412
1.5495, 2479
1.5505, 2450
